,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
50127,nick moss & the flip tops,ain't times hard,2003,blues,bounty head want whitest dead know lead nerve leave face distress drinkin whiskey smokin hella dope hillbilly psycho hillbilly psycho blood spill leave whitetails hangin tree like bitch come naturein critics turn assumptions play fuck everybody disappear dark yeah fuck fame fuck businessmen fuck artists tryna fuck kissin billboard cause hand meaner fuckin fight position stand crew shade grey squeeze throat blue hell bite fuckin shit opinion dude country main come grabbin cover grease steal bitch night yeah bounty head want whitest dead know lead lead nerve leave leave face distress yeah drinkin whiskey smokin hella dope hillbilly psycho hillbilly psycho everybody beefin processin rappers crushin bone career collectin dust package want beef deer jerky days trash people shine cash slap pullin black couple crazy felons know proud connections world sketchy place round hill eye betcha face shit cover like field clean outspoken accept deal resident resemblin fuckin mayberry real spittin sheriff bounty head want whitest dead know lead lead nerve leave leave face distress yeah drinkin whiskey smokin hella dope hillbilly psycho hillbilly psycho hillbilly hillbilly hillbilly psycho hillbilly psycho hillbilly psycho hillbilly psycho,185,0.000584795,0.317209853,0.000584795,0.000584795,0.065128048,0.000584795,0.000584795,0.000584795,0.273783519,0.000584795,0.188849309,0.100451408,0.000584795,0.000584795,0.000584795,0.000584795,0.492039424,0.81934723,0.494979413,0.0025,0.622835944,0.736728514,violence,0.242857143
50130,dinah washington,coquette,2003,blues,hear fool little coquette make love break hearts rule little coquette true hearts tenderly dream someday fall fell maybe fool regret know little coquette someday fall fell maybe fool regret know little coquette,33,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.183971693,0.057874599,0.196222054,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.534708423,0.001814882,0.51695007,0.655334205,0.834337183,0.000401822,0.635201979,0.348327996,sadness,0.242857143
50132,bob log iii,boob scotch,2003,blues,boob scotch come boob scotch boob scotch rock boob scotch boob scotch rock think need talk boob scotch come drink stir scotch pink scotch mix help feel better real quick boob scotch stir stir stir stir stir stir stir come boob scotch boob scotch rock boob scotch boob scotch rock come pass drink round room everybody stick boob hold long long hand boob scotch bottle can bother boob scotch drink boob better stir stir stir stir stir stir stir yeah boob scotch bottle cannedcan bother boob scotch drink boob better drink boob better drink boob better drink boob better,99,0.055198628,0.001283697,0.001283697,0.034834745,0.059684383,0.027659059,0.001283697,0.001283697,0.362586631,0.001283697,0.418823801,0.001283697,0.001283697,0.001283697,0.001283697,0.025808388,0.825625474,0.757146886,0.312248305,0.039068826,0.589859852,0.749741934,obscene,0.242857143
50133,the kills,wait,2003,blues,tell like know write rock tell tell fast throw tell things like know tell like tell unlike want know tell tell bout ghost tell bout game lose tell bout magic touch coin toss tell funny tell miss write rock tell save save save save,44,0.001253133,0.045149588,0.10026489,0.001253133,0.001253133,0.001253133,0.001253133,0.492347817,0.343440712,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.667497022,0.724790401,0.265059503,0.055161943,0.881492168,0.682672772,obscene,0.242857143
50135,galactic,quiet please,2003,blues,entertainment decide throw party nigga come shut frenchy complain tellem complainn entertain jello galactus phoenix happen devour worlds like quit snakin quit blastin pleas reign supreme like urkle white sinuses wrong usher greatness nigga climax artist picasso baby cryin deziel givem pacifier baby tire whoeva say story liar liar dream radio killa devise plan acquire villa trouble couple thing hold go hard like bust hymen like kinda frighten fuck strangers like kikein mean sure shit wild remember smile problems reconcile plow plow like dungeon dragon long neck bitch breaths ratchet turn look like sagot fagot physical appearance lack youth purpose wanna meet person kiss bullet hurt quiz bitch pig stick sound like sheen bitch know rule cosmos marvel galactic beat herald audio silver surfers final word wrong sound like song song diddy money better rest money defense fuck mechanism get bitch money cause fuck tyrants watch dude like orwell government watch,151,0.032142291,0.000657895,0.000657895,0.000657895,0.000657895,0.000657895,0.020780241,0.150017754,0.524137709,0.084746731,0.079701567,0.000657895,0.000657895,0.081377528,0.000657895,0.000657895,0.508285498,0.684562726,0.275099674,0.948380567,0.226092333,0.549535481,obscene,0.242857143
50136,joe bonamassa,mumbling word,2003,blues,baby hear ugly things come pretty little mouth pack beat suitcase take train south mumble word mumble word mumble word go yeah go home home baby matter good chapter heartaches hurt mumble word mumble word mumble word go yeah go home home baby home baby little little,47,0.152591767,0.035731167,0.001385042,0.001385042,0.054020749,0.099384729,0.001385042,0.100793747,0.001385042,0.305987074,0.070258219,0.001385042,0.001385042,0.001385042,0.001385042,0.113694024,0.291671179,0.707945543,0.386545569,1.60E-05,0.707337181,0.428410577,music,0.242857143
50137,little anthony & the imperials,"shimmy, shimmy, ko-ko-bop",2003,blues,shimmy shimmy kokobop shimmy shimmy shimmy shimmy kokobop shimmy shimmy sittin native blue sittin native wonderin come native girl native dance like paradise trance go shimmy shimmy kokobop shimmy shimmy shimmy shimmy kokobop shimmy shimmy join dancin spree felt spine atingle hold tight close single show amaze soon learn step daze go shimmy shimmy kokobop shimmy shimmy shimmy shimmy kokobop shimmy shimmy shimmy shimmy kokobop shimmy shimmy kokobop time stop leave foot forward right bring syncopate step go glide rhythm track girls start arch go shimmy shimmy kokobop shimmy shimmy shimmy shimmy kokobop shimmy shimmy,95,0.001644737,0.001644737,0.001644737,0.048401052,0.001644737,0.001644737,0.076812718,0.001644737,0.37314027,0.09130966,0.14264769,0.001644737,0.001644737,0.07542017,0.001644737,0.134512502,0.671829308,0.619952311,0.709839066,0,0.874278648,0.534519997,obscene,0.242857143
50140,black rebel motorcycle club,we're all in love,2003,blues,head know know leave doorstep know conversations cold hide word know know know consequences know somethone throw bring later complication know come fall reason passion need hand know gonna somethone look shout know doubt look shout know doubt come help sometone sometone,42,0.001547988,0.326705114,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.613829731,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.372901549,0.844627336,0.255019332,0.001315789,0.308532564,0.951950451,violence,0.242857143
50141,jonny lang,long time coming,2003,blues,yeah long time come think long stand time keep run time strong yeah long time wait wait come time sing yeah long time come think long stand time keep run time strong strong strong time strong lang frederiksen,38,0.06120193,0.060566029,0.001422475,0.561958956,0.082503556,0.001422475,0.001422475,0.001422475,0.001422475,0.034991618,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.129628654,0.333910972,0.613901495,0.741967612,9.44E-05,0.703215169,0.611599481,night/time,0.242857143
50142,jonny lang,to love again,2003,blues,sleep long search answer couldn think control dyin know need show show cryin fear years mistakin change waitin forever show need show wanna wanna misery want need need show show,30,0.001879699,0.001879699,0.415155983,0.09680185,0.116710484,0.001879699,0.001879699,0.174245216,0.001879699,0.001879699,0.001879699,0.001879699,0.0018797,0.001879699,0.001879699,0.001879699,0.545109932,0.681819347,0.009567279,0.000210526,0.421887881,0.602590191,world/life,0.242857143
50146,ry cooder,caballo viejo,2003,blues,look burn eye plead worthless life remorse die hate inside take soul take family kill ferociously thee carve naked blood eagle skin alive rib crack blood eagle alive gasp panic strike eye stare terror grip die heart blood eagle helpless grind hand feet tightly bind eye sharp knife start carve penetrate naked skin flesh please twist grin spread lungs like eagle wing burn grief torment hate feel destroy vengeance peace vengeance spirit free carve naked blood eagle skin alive rib crack blood eagle alive gasp panic strike eye stare slow death grip torture heart blood eagle blood eagle blood eagle,100,0.000923361,0.801330846,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.062381516,0.000923361,0.101424551,0.000923361,0.743312033,0.68851114,0.046484986,0.494939271,0.943322341,0.670660385,violence,0.242857143
50147,wendell b,yall aint ready,2003,blues,ready thing ready thing ready thing ready thing beat bump late night freeway anthem tank pass road go feel steel start flow verbs slow show better fact beat track varsity letter earn burn acetates cold rock show latinos slam dominoes double pose threat pros represent land sunset grow like best faster cause rock days black scratch master different color cool minority beat radio play feel walmart steal deal corner sack brew gonna dumb drink beers bum crate look plat crusty girls static like semiautomatic weight hand spread gold cross land like midas own farm thes arthritis tonearm ready thing ready thing ready thing ready thing backseat wise trouble brew real slow baselines tough like fly guy roll coast funk comatose probably see stage wilding discotec form fast catch wreck drink drive homie cool time cause rhyme wind good bind like vodka nyquil dizzy overkill vibe shock like quick lockd bind like players know pay door bout cause flavor plus saviors ordinary underground music word time lose bitty come kick brothers know stay solid gold move everybody house strange pair beachy bike word know right thes pack record lock night song later dance brotha dance brotha,195,0.000434972,0.000434972,0.000434972,0.093824948,0.000434972,0.000434972,0.000434972,0.065141928,0.372779545,0.048666289,0.175274213,0.072569954,0.04456567,0.000434972,0.000434972,0.030846807,0.840788476,0.680229726,0.318272408,0,0.741343776,0.376356899,obscene,0.242857143
50148,wendell b,inside my mind,2003,blues,awful sweet little butterfly wing things deep inside go go wild know slow riverside float high blue maybe cool little summer wind like away taste dust mouth need know like sadness sail away cause know sadness little need life want sadness time look blow mind sadness sadness care moritz stiefel frighten look know look home want come know remember house play pirate wendla bergmann melchior gabor sing spring summer blue wind get blow corn bale open book grass spring summer sure autumn wind want creep haunt whistle heartache sorrow winter wind sing cry spring summer blue wind get pain blow corn bale sudden drift rain spring summer actually better walk house wish line equations paper habsburgs sing maybe kind laundry line hang things swing wave afternoon come free beneath rise moon cause know sadness little need life want sadness time look blow mind sadness sadness care spring summer blue wind get lose blowin corn bale spring summer blue wind get lose blowin corn bale wander cloud dust spring summer,169,0.000411184,0.022809881,0.039186359,0.000411184,0.000411184,0.030571168,0.000411184,0.207310124,0.000411184,0.313039236,0.108230164,0.15467779,0.00914248,0.000411184,0.059834293,0.000411184,0.896025127,0.737199703,0.525099925,8.97E-05,0.713520198,0.5004849,music,0.242857143
